timestamp,operation,latency_ms,status,error
2026-09-26 03:56:59.986207,UPDATE,4.615,success,
2026-09-26 03:57:00.001064,DELETE,13.904,success,
2026-09-26 03:57:00.110071,INSERT,4.863,success,
2026-09-26 03:57:00.116578,UPDATE,4.271,success,
2026-09-26 03:57:00.121267,DELETE,3.484,success,
2026-09-26 03:57:00.248834,INSERT,25.923,success,
2026-09-26 03:57:00.255901,UPDATE,4.983,success,
2026-09-26 03:57:00.262532,DELETE,5.457,success,
2026-09-26 03:57:00.367959,INSERT,4.147,success,
2026-09-26 03:57:00.373193,UPDATE,4.439,success,
2026-09-26 03:57:00.377373,DELETE,3.629,success,
2026-09-26 03:57:00.484510,INSERT,5.845,success,
2026-09-26 03:57:00.488627,UPDATE,3.369,success,
2026-09-26 03:57:00.493317,DELETE,3.927,success,
2026-09-26 03:57:00.600888,INSERT,5.355,success,
2026-09-26 03:57:00.605847,UPDATE,4.126,success,
2026-09-26 03:57:00.610642,DELETE,4.012,success,
2026-09-26 03:57:00.722635,INSERT,10.967,success,
2026-09-26 03:57:00.727365,UPDATE,4.095,success,
2026-09-26 03:57:00.731872,DELETE,3.931,success,
2026-09-26 03:57:00.838886,INSERT,6.199,success,
2026-09-26 03:57:00.843465,UPDATE,4.101,success,
2026-09-26 03:57:00.847527,DELETE,3.521,success,
2026-09-26 03:57:00.958783,INSERT,10.04,success,
2026-09-26 03:57:00.966162,UPDATE,5.97,success,
2026-09-26 03:57:00.971661,DELETE,4.56,success,
2026-09-26 03:57:01.079414,INSERT,6.576,success,
2026-09-26 03:57:01.084074,UPDATE,4.126,success,
2026-09-26 03:57:01.087903,DELETE,3.328,success,
2026-09-26 03:57:01.195955,INSERT,6.666,success,
2026-09-26 03:57:01.201375,UPDATE,4.875,success,
2026-09-26 03:57:01.205552,DELETE,3.675,success,
2026-09-26 03:57:01.311211,INSERT,3.991,success,
2026-09-26 03:57:01.315321,UPDATE,3.473,success,
2026-09-26 03:57:01.319686,DELETE,3.807,success,
2026-09-26 03:57:01.425893,INSERT,5.049,success,
2026-09-26 03:57:01.430520,UPDATE,4.018,success,
2026-09-26 03:57:01.434559,DELETE,3.564,success,
2026-09-26 03:57:01.547339,INSERT,11.166,success,
2026-09-26 03:57:01.552906,UPDATE,4.273,success,
2026-09-26 03:57:01.558504,DELETE,4.394,success,
2026-09-26 03:57:01.669957,INSERT,7.725,success,
2026-09-26 03:57:01.676570,UPDATE,4.679,success,
2026-09-26 03:57:01.682096,DELETE,4.009,success,
2026-09-26 03:57:01.792097,INSERT,7.09,success,
2026-09-26 03:57:01.799507,UPDATE,4.903,success,
2026-09-26 03:57:01.806355,DELETE,3.97,success,
2026-09-26 03:57:01.918561,INSERT,8.148,success,
2026-09-26 03:57:01.924230,UPDATE,4.693,success,
2026-09-26 03:57:01.936588,DELETE,4.942,success,
2026-09-26 03:57:02.046753,INSERT,8.153,success,
2026-09-26 03:57:02.051070,UPDATE,3.428,success,
2026-09-26 03:57:02.055367,DELETE,3.423,success,
2026-09-26 03:57:02.163086,INSERT,6.094,success,
2026-09-26 03:57:02.168329,UPDATE,4.022,success,
2026-09-26 03:57:02.172865,DELETE,3.752,success,
2026-09-26 03:57:02.279986,INSERT,5.647,success,
2026-09-26 03:57:02.284951,UPDATE,3.912,success,
2026-09-26 03:57:02.289532,DELETE,3.524,success,
2026-09-26 03:57:02.397274,INSERT,6.369,success,
2026-09-26 03:57:02.401807,UPDATE,3.624,success,
2026-09-26 03:57:02.406145,DELETE,3.491,success,
2026-09-26 03:57:02.515134,INSERT,7.787,success,
2026-09-26 03:57:02.519898,UPDATE,3.836,success,
2026-09-26 03:57:02.524686,DELETE,3.673,success,
2026-09-26 03:57:02.631950,INSERT,4.133,success,
2026-09-26 03:57:02.636968,UPDATE,3.507,success,
2026-09-26 03:57:02.641210,DELETE,3.106,success,
2026-09-26 03:57:02.750551,INSERT,4.802,success,
2026-09-26 03:57:02.754707,UPDATE,3.038,success,
2026-09-26 03:57:02.758796,DELETE,3.045,success,
2026-09-26 03:57:02.870507,INSERT,9.674,success,
2026-09-26 03:57:02.877070,UPDATE,5.167,success,
2026-09-26 03:57:02.883104,DELETE,4.66,success,
2026-09-26 03:57:02.990866,INSERT,5.893,success,
2026-09-26 03:57:02.996762,UPDATE,4.396,success,
2026-09-26 03:57:03.001689,DELETE,3.736,success,
2026-09-26 03:57:03.109217,INSERT,5.737,success,
2026-09-26 03:57:03.114050,UPDATE,4.041,success,
2026-09-26 03:57:03.119503,DELETE,3.707,success,
2026-09-26 03:57:03.227402,INSERT,6.347,success,
2026-09-26 03:57:03.232776,UPDATE,4.259,success,
2026-09-26 03:57:03.237368,DELETE,3.803,success,
2026-09-26 03:57:03.343948,INSERT,5.607,success,
2026-09-26 03:57:03.351574,UPDATE,5.776,success,
2026-09-26 03:57:03.356038,DELETE,3.546,success,
2026-09-26 03:57:03.464387,INSERT,6.774,success,
2026-09-26 03:57:03.469887,UPDATE,4.099,success,
2026-09-26 03:57:03.475199,DELETE,3.709,success,
2026-09-26 03:57:03.584647,INSERT,6.44,success,
2026-09-26 03:57:03.588991,UPDATE,3.338,success,
2026-09-26 03:57:03.594830,DELETE,4.721,success,
2026-09-26 03:57:03.703137,INSERT,6.518,success,
2026-09-26 03:57:03.707811,UPDATE,3.791,success,
2026-09-26 03:57:03.713169,DELETE,4.243,success,
2026-09-26 03:57:03.820762,INSERT,6.068,success,
2026-09-26 03:57:03.826061,UPDATE,4.267,success,
2026-09-26 03:57:03.831822,DELETE,4.467,success,
2026-09-26 03:57:03.939491,INSERT,5.715,success,
2026-09-26 03:57:03.945332,UPDATE,3.651,success,
2026-09-26 03:57:03.951566,DELETE,4.23,success,
2026-09-26 03:57:04.059999,INSERT,6.159,success,
2026-09-26 03:57:04.066988,UPDATE,5.455,success,
2026-09-26 03:57:04.072230,DELETE,4.006,success,
2026-09-26 03:57:04.183343,INSERT,9.481,success,
2026-09-26 03:57:04.188592,UPDATE,4.028,success,
2026-09-26 03:57:04.194050,DELETE,4.048,success,
2026-09-26 03:57:04.302768,INSERT,6.658,success,
2026-09-26 03:57:04.307209,UPDATE,3.328,success,
2026-09-26 03:57:04.312149,DELETE,3.987,success,
2026-09-26 03:57:04.420886,INSERT,6.294,success,
2026-09-26 03:57:04.426905,UPDATE,4.139,success,
2026-09-26 03:57:04.432593,DELETE,4.094,success,
2026-09-26 03:57:04.541735,INSERT,7.185,success,
2026-09-26 03:57:04.548195,UPDATE,3.54,success,
2026-09-26 03:57:04.553073,DELETE,3.712,success,
2026-09-26 03:57:04.659846,INSERT,5.408,success,
2026-09-26 03:57:04.665647,UPDATE,3.441,success,
2026-09-26 03:57:04.669827,DELETE,3.268,success,
2026-09-26 03:57:04.781424,INSERT,9.225,success,
2026-09-26 03:57:04.787694,UPDATE,4.337,success,
2026-09-26 03:57:04.795909,DELETE,6.615,success,
2026-09-26 03:57:04.902468,INSERT,4.106,success,
2026-09-26 03:57:04.906809,UPDATE,3.057,success,
2026-09-26 03:57:04.912030,DELETE,3.916,success,
2026-09-26 03:57:05.021312,INSERT,7.481,success,
2026-09-26 03:57:05.040198,UPDATE,12.121,success,
2026-09-26 03:57:05.050768,DELETE,7.415,success,
2026-09-26 03:57:05.162460,INSERT,9.464,success,
2026-09-26 03:57:05.168762,UPDATE,4.585,success,
2026-09-26 03:57:05.174274,DELETE,3.829,success,
2026-09-26 03:57:05.283422,INSERT,5.657,success,
2026-09-26 03:57:05.289208,UPDATE,4.623,success,
2026-09-26 03:57:05.294461,DELETE,4.341,success,
2026-09-26 03:57:05.402410,INSERT,5.987,success,
2026-09-26 03:57:05.408566,UPDATE,4.974,success,
2026-09-26 03:57:05.415619,DELETE,5.225,success,
2026-09-26 03:57:05.527334,INSERT,9.55,success,
2026-09-26 03:57:05.532712,UPDATE,4.166,success,
2026-09-26 03:57:05.538457,DELETE,4.169,success,
2026-09-26 03:57:05.667440,INSERT,15.776,success,
2026-09-26 03:57:05.672219,UPDATE,3.83,success,
2026-09-26 03:57:05.676930,DELETE,3.701,success,
2026-09-26 03:57:05.783795,INSERT,5.072,success,
2026-09-26 03:57:05.789177,UPDATE,4.084,success,
2026-09-26 03:57:05.794186,DELETE,3.61,success,
2026-09-26 03:57:05.903625,INSERT,7.257,success,
2026-09-26 03:57:05.908536,UPDATE,3.824,success,
2026-09-26 03:57:05.914047,DELETE,4.548,success,
2026-09-26 03:57:06.024160,INSERT,8.213,success,
2026-09-26 03:57:06.029490,UPDATE,4.329,success,
2026-09-26 03:57:06.034489,DELETE,3.784,success,
2026-09-26 03:57:06.144117,INSERT,7.143,success,
2026-09-26 03:57:06.149638,UPDATE,3.93,success,
2026-09-26 03:57:06.155662,DELETE,4.861,success,
2026-09-26 03:57:06.262805,INSERT,5.662,success,
2026-09-26 03:57:06.268514,UPDATE,4.557,success,
2026-09-26 03:57:06.274094,DELETE,4.49,success,
2026-09-26 03:57:06.384705,INSERT,6.877,success,
2026-09-26 03:57:06.391228,UPDATE,5.645,success,
2026-09-26 03:57:06.397338,DELETE,4.643,success,
2026-09-26 03:57:06.503719,INSERT,4.973,success,
2026-09-26 03:57:06.508741,UPDATE,4.108,success,
2026-09-26 03:57:06.514361,DELETE,3.559,success,
2026-09-26 03:57:06.637751,INSERT,22.299,success,
2026-09-26 03:57:06.649189,UPDATE,7.699,success,
2026-09-26 03:57:06.661569,DELETE,10.572,success,
2026-09-26 03:57:06.766380,INSERT,3.936,success,
2026-09-26 03:57:06.770016,UPDATE,3.046,success,
2026-09-26 03:57:06.774216,DELETE,3.706,success,
2026-09-26 03:57:06.886139,INSERT,10.947,success,
2026-09-26 03:57:06.892550,UPDATE,5.474,success,
2026-09-26 03:57:06.897514,DELETE,4.222,success,
2026-09-26 03:57:07.006569,INSERT,7.547,success,
2026-09-26 03:57:07.013285,UPDATE,5.575,success,
2026-09-26 03:57:07.019007,DELETE,4.842,success,
2026-09-26 03:57:07.126219,INSERT,6.174,success,
2026-09-26 03:57:07.131305,UPDATE,4.088,success,
2026-09-26 03:57:07.135948,DELETE,3.634,success,
2026-09-26 03:57:07.247402,INSERT,9.894,success,
2026-09-26 03:57:07.253264,UPDATE,4.752,success,
2026-09-26 03:57:07.259685,DELETE,4.745,success,
2026-09-26 03:57:07.368766,INSERT,7.036,success,
2026-09-26 03:57:07.375420,UPDATE,5.091,success,
2026-09-26 03:57:07.380779,DELETE,4.132,success,
2026-09-26 03:57:07.490061,INSERT,7.644,success,
2026-09-26 03:57:07.497725,UPDATE,5.968,success,
2026-09-26 03:57:07.505677,DELETE,6.355,success,
